x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.7204922437667847,0.6132428050041199,1.438280889942689e-07,0.6703492403030396,0.6055078506469727,-0.007953629828989506,0.6332590579986572,0.5672098994255066,-0.008120783604681492,0.6135347485542297,0.5308532118797302,-0.008984841406345367,0.5935662388801575,0.514640212059021,-0.01010118518024683,0.6673182249069214,0.46353086829185486,0.005046961363404989,0.6551433205604553,0.4128078818321228,0.0005955605302006006,0.649595320224762,0.38102859258651733,-0.007177621591836214,0.6457061767578125,0.3543914258480072,-0.014003865420818329,0.6973505020141602,0.44963642954826355,0.0005276006413623691,0.6908838748931885,0.3862851560115814,-0.0004778956063091755,0.6862362027168274,0.3477577269077301,-0.006903159897774458,0.6828498840332031,0.31765466928482056,-0.013105177320539951,0.7276309132575989,0.450184166431427,-0.006646812427788973,0.7299543023109436,0.3901077210903168,-0.012323098257184029,0.7293187975883484,0.357612282037735,-0.018867310136556625,0.7275880575180054,0.3312680125236511,-0.024148380383849144,0.7577388882637024,0.4631703197956085,-0.015162869356572628,0.7710068225860596,0.41623222827911377,-0.022319568321108818,0.777210533618927,0.3872564435005188,-0.025764459744095802,0.7809353470802307,0.3619745969772339,-0.028412438929080963,Hello
0.7580780982971191,0.6322821378707886,1.202189281457322e-07,0.7052332162857056,0.6216562986373901,-0.009924315847456455,0.6618910431861877,0.5834578275680542,-0.012161926366388798,0.6369013786315918,0.5464681386947632,-0.015093186870217323,0.6129996180534363,0.5274304747581482,-0.01793130859732628,0.6867949962615967,0.48947441577911377,0.0038487010169774294,0.669099748134613,0.4385238587856293,-0.002101001562550664,0.6624000668525696,0.40619486570358276,-0.010719929821789265,0.6576067209243774,0.37742364406585693,-0.018208157271146774,0.7155844569206238,0.473087340593338,-0.00024317222414538264,0.7041622400283813,0.4108922481536865,-0.003032790729776025,0.6983901262283325,0.373124897480011,-0.010501825250685215,0.6941952109336853,0.34295642375946045,-0.01735779643058777,0.745875895023346,0.47247448563575745,-0.007228406146168709,0.7418273091316223,0.4145630896091461,-0.013685001991689205,0.7376073598861694,0.3827767074108124,-0.021343650296330452,0.7332879900932312,0.3569731116294861,-0.027507582679390907,0.7769069671630859,0.48446202278137207,-0.015783945098519325,0.7870818972587585,0.44145041704177856,-0.021934809163212776,0.7910757064819336,0.4129061996936798,-0.02567831054329872,0.7936905026435852,0.3871816098690033,-0.02893323265016079,Hello
0.7575255036354065,0.6294206380844116,2.401633025783667e-07,0.7036418318748474,0.6192070841789246,-0.010204372927546501,0.660338282585144,0.5829144716262817,-0.010583716444671154,0.6353722810745239,0.5445729494094849,-0.011167439632117748,0.6126896739006042,0.5253681540489197,-0.011537551879882812,0.686815619468689,0.48898279666900635,0.007229136303067207,0.6696538329124451,0.43808501958847046,0.003536620642989874,0.6616002917289734,0.40617847442626953,-0.0031697468366473913,0.6563905477523804,0.37815454602241516,-0.009303620085120201,0.7164064645767212,0.4725863039493561,0.0043053706176579,0.7055743336677551,0.41109031438827515,0.0030687383841723204,0.6992574334144592,0.3731577694416046,-0.0033652884885668755,0.6947729587554932,0.3423295021057129,-0.00939941219985485,0.7459136843681335,0.47070586681365967,-0.001795632066205144,0.7422418594360352,0.414805144071579,-0.007538294419646263,0.7383013367652893,0.38288548588752747,-0.014621277339756489,0.7342603206634521,0.3568701148033142,-0.02036798745393753,0.7754372954368591,0.4807916283607483,-0.009388367645442486,0.7855231165885925,0.4387549161911011,-0.016030943021178246,0.7899792790412903,0.41142401099205017,-0.019858073443174362,0.7934002876281738,0.38661983609199524,-0.022920038551092148,Hello
0.7603935599327087,0.6270217299461365,2.4571167500653246e-07,0.7069181799888611,0.6184099912643433,-0.011294635944068432,0.6633191704750061,0.5824640989303589,-0.012598409317433834,0.6375352144241333,0.5449104905128479,-0.01386968046426773,0.6140116453170776,0.5253500938415527,-0.014742543920874596,0.6881787776947021,0.4886432886123657,0.0051935529336333275,0.6703287363052368,0.4368365705013275,0.0008909223251976073,0.662307620048523,0.4043285548686981,-0.005914065986871719,0.6573286056518555,0.37633395195007324,-0.012036032974720001,0.7176322937011719,0.47199374437332153,0.0025656246580183506,0.705419659614563,0.41039377450942993,0.0005471472395583987,0.6988686919212341,0.37171703577041626,-0.005961939226835966,0.6944578886032104,0.3410238027572632,-0.011911330744624138,0.7471064925193787,0.4698523283004761,-0.0032832403667271137,0.742225170135498,0.41298213601112366,-0.01007007621228695,0.7384196519851685,0.38067007064819336,-0.017436766996979713,0.734279453754425,0.35450589656829834,-0.023158567026257515,0.7769102454185486,0.4795199930667877,-0.010606844909489155,0.786426842212677,0.43659335374832153,-0.018382398411631584,0.7905417084693909,0.4093368947505951,-0.022685497999191284,0.7931869029998779,0.38441431522369385,-0.025925736874341965,Hello
0.7629690766334534,0.629022479057312,2.473558424753719e-07,0.7090522646903992,0.622627854347229,-0.011314278468489647,0.6654761433601379,0.5866605043411255,-0.012058093212544918,0.6400587558746338,0.5478861927986145,-0.012895684689283371,0.6162586212158203,0.5276252627372742,-0.013326698914170265,0.690907895565033,0.4907267689704895,0.006445240695029497,0.6732850074768066,0.43855786323547363,0.0022025411017239094,0.6654631495475769,0.40510761737823486,-0.004780098795890808,0.660805881023407,0.37614718079566956,-0.011082044802606106,0.720327615737915,0.47346535325050354,0.00375583884306252,0.7080366611480713,0.4114110469818115,0.0018688227282837033,0.7019133567810059,0.37213951349258423,-0.004783774260431528,0.6982805132865906,0.3413640558719635,-0.010790780186653137,0.7496820092201233,0.4713015556335449,-0.0022550455760210752,0.7448998093605042,0.41401219367980957,-0.009413091465830803,0.7418740391731262,0.3818034529685974,-0.016735905781388283,0.7386647462844849,0.3557862937450409,-0.02221415750682354,0.7794817686080933,0.4812954366207123,-0.00978796649724245,0.7890055179595947,0.4380064606666565,-0.017934970557689667,0.7931904792785645,0.41119590401649475,-0.022242233157157898,0.7960168123245239,0.38684335350990295,-0.025355936959385872,Hello
0.7611469626426697,0.6306772828102112,2.5093478939197666e-07,0.7074592709541321,0.6236467957496643,-0.010820954106748104,0.6639156937599182,0.5878235101699829,-0.011611446738243103,0.6383195519447327,0.5493301153182983,-0.012472889386117458,0.6144809722900391,0.529427707195282,-0.01297437772154808,0.6895488500595093,0.4906025230884552,0.0062673985958099365,0.6714818477630615,0.438820481300354,0.0024875535164028406,0.6634530425071716,0.4065859317779541,-0.004184351768344641,0.6586135625839233,0.37831103801727295,-0.010370354168117046,0.7191365361213684,0.47413158416748047,0.003385091433301568,0.7072620987892151,0.4121442139148712,0.001907637808471918,0.7012366652488708,0.37339407205581665,-0.004563515540212393,0.697337806224823,0.3424264192581177,-0.010642354376614094,0.7486383318901062,0.47255179286003113,-0.0027340541128069162,0.7443426251411438,0.41577887535095215,-0.009484860114753246,0.7413095831871033,0.3834756016731262,-0.016981616616249084,0.737697958946228,0.35717475414276123,-0.022851184010505676,0.7783494591712952,0.4827379584312439,-0.010302356444299221,0.7881414890289307,0.4393883943557739,-0.01817226968705654,0.792393684387207,0.41219860315322876,-0.022645791992545128,0.7949978113174438,0.3872566521167755,-0.026097362861037254,Hello
0.7596706748008728,0.6308323740959167,2.5211423348991957e-07,0.705655038356781,0.6239560842514038,-0.011099734343588352,0.6625651121139526,0.5884606838226318,-0.012107457965612411,0.6369810104370117,0.5497986078262329,-0.013149406760931015,0.6129353046417236,0.5298340320587158,-0.013874856755137444,0.6882006525993347,0.491080641746521,0.006172848399728537,0.6701218485832214,0.43930554389953613,0.0023335088044404984,0.6620851755142212,0.40701791644096375,-0.004453084897249937,0.6572896838188171,0.3785940706729889,-0.010716773569583893,0.7178681492805481,0.47429999709129333,0.003477426478639245,0.706061065196991,0.4122755825519562,0.0020124318543821573,0.6998587846755981,0.37354594469070435,-0.004510428756475449,0.6958927512168884,0.3427901864051819,-0.010654240846633911,0.7473195195198059,0.47262486815452576,-0.0024935249239206314,0.7434090375900269,0.4155718684196472,-0.00921462383121252,0.7400654554367065,0.38314875960350037,-0.0168894212692976,0.7361814975738525,0.35703015327453613,-0.02293398603796959,0.7768083214759827,0.48290765285491943,-0.009930848143994808,0.7871391177177429,0.4398755431175232,-0.017826365306973457,0.7913416028022766,0.4128567576408386,-0.02245480939745903,0.7937858700752258,0.3882094621658325,-0.026035912334918976,Hello
0.7585028409957886,0.6306905746459961,2.5523851832076616e-07,0.7042651772499084,0.6238084435462952,-0.010917696170508862,0.6610121130943298,0.5880500674247742,-0.011779069900512695,0.6353001594543457,0.5495314002037048,-0.012679893523454666,0.6115210056304932,0.5297884941101074,-0.013244323432445526,0.686471700668335,0.4905605614185333,0.006605945527553558,0.6682450771331787,0.4386810064315796,0.0031695121433585882,0.660509467124939,0.40659913420677185,-0.0033145705237984657,0.6559505462646484,0.3784433603286743,-0.009395675733685493,0.7163291573524475,0.4738418161869049,0.003813986899331212,0.7044925093650818,0.41173475980758667,0.002626485424116254,0.698269248008728,0.3732086718082428,-0.003803972387686372,0.6941328644752502,0.34272006154060364,-0.009901742450892925,0.7459437847137451,0.472358763217926,-0.002252082573249936,0.7420365214347839,0.41511183977127075,-0.008907322771847248,0.7384631037712097,0.38256189227104187,-0.016799116507172585,0.7343083620071411,0.3563511371612549,-0.022994481027126312,0.7755741477012634,0.4828282594680786,-0.009742588736116886,0.7859475612640381,0.4392388164997101,-0.01772509701550007,0.790368378162384,0.41200119256973267,-0.022527258843183517,0.7929739952087402,0.38710400462150574,-0.02622956782579422,Hello
0.7559918761253357,0.6293111443519592,2.534271175136382e-07,0.7020276784896851,0.6225078105926514,-0.01087233517318964,0.6586773991584778,0.5873234272003174,-0.011770611628890038,0.6328862905502319,0.5491189956665039,-0.012753257527947426,0.6090928316116333,0.5300614833831787,-0.013504090718925,0.6847892999649048,0.48961105942726135,0.0064713903702795506,0.6667754650115967,0.43872907757759094,0.00295078638009727,0.6587297916412354,0.40701621770858765,-0.0035627062898129225,0.653969943523407,0.3791356384754181,-0.009691414423286915,0.7145864963531494,0.4729728400707245,0.0035809443797916174,0.7030588388442993,0.41080206632614136,0.00220984173938632,0.6967776417732239,0.3724232316017151,-0.0042050923220813274,0.6928261518478394,0.342096745967865,-0.010297650471329689,0.7441091537475586,0.4713568687438965,-0.0025943934451788664,0.740367591381073,0.4138464629650116,-0.009467569179832935,0.7365735769271851,0.38124650716781616,-0.017466485500335693,0.7324494123458862,0.3551395535469055,-0.023740895092487335,0.7736396193504333,0.4817628562450409,-0.010185823775827885,0.7843431234359741,0.4381563663482666,-0.01838630624115467,0.7888534069061279,0.41094332933425903,-0.0233314111828804,0.7915618419647217,0.38625502586364746,-0.02716042473912239,Hello
0.7538736462593079,0.6282650232315063,2.6710560518949933e-07,0.6999247670173645,0.6234564781188965,-0.011314657516777515,0.654787003993988,0.5872364640235901,-0.012469268403947353,0.627704918384552,0.5488399863243103,-0.01355673186480999,0.6029672622680664,0.531576931476593,-0.014303307048976421,0.6800550222396851,0.48843494057655334,0.005191407166421413,0.6615772247314453,0.43760520219802856,0.0013794607948511839,0.6535860896110535,0.4055141806602478,-0.005263882223516703,0.648730456829071,0.3771525025367737,-0.01150012481957674,0.7100095152854919,0.47123903036117554,0.002402310026809573,0.6979830861091614,0.4094308614730835,0.0011837237980216742,0.6915323734283447,0.3703085780143738,-0.004832811187952757,0.6871175765991211,0.3392147719860077,-0.01077091135084629,0.73980712890625,0.469228595495224,-0.0036906925961375237,0.7350299954414368,0.4130212366580963,-0.010199425742030144,0.7303821444511414,0.38060787320137024,-0.017891069874167442,0.7255381941795349,0.3545879125595093,-0.024131083860993385,0.7695955634117126,0.4794802963733673,-0.011306345462799072,0.7794559001922607,0.4365008473396301,-0.01922750100493431,0.7840073704719543,0.4094306528568268,-0.02406703121960163,0.7869090437889099,0.3849932551383972,-0.02793867327272892,Hello
